Planta,Centro,Producto,Cliente,Costo_Plant_Centro,Costo_Centro_Cliente
Planta_2,Centro_3,Producto_1,Cliente_14,4.76,7.03
Planta_2,Centro_3,Producto_2,Cliente_14,9.83,13.28
Planta_2,Centro_3,Producto_3,Cliente_14,7.61,11.72
Planta_2,Centro_3,Producto_4,Cliente_14,6.5,14.37
Planta_2,Centro_3,Producto_5,Cliente_14,5.97,7.57
Planta_2,Centro_3,Producto_1,Cliente_15,3.3,12.43
Planta_2,Centro_3,Producto_2,Cliente_15,7.88,7.61
Planta_2,Centro_3,Producto_3,Cliente_15,2.2,13.07
Planta_2,Centro_3,Producto_4,Cliente_15,2.09,11.44
Planta_2,Centro_3,Producto_5,Cliente_15,9.76,8.25
Planta_2,Centro_3,Producto_1,Cliente_16,3.88,11.46
Planta_2,Centro_3,Producto_2,Cliente_16,8.54,9.56
Planta_2,Centro_3,Producto_3,Cliente_16,9.74,3.62
Planta_2,Centro_3,Producto_4,Cliente_16,6.04,11.62
Planta_2,Centro_3,Producto_5,Cliente_16,8.9,5.15
Planta_2,Centro_3,Producto_1,Cliente_17,8.4,9.63
Planta_2,Centro_3,Producto_2,Cliente_17,5.17,4.58
Planta_2,Centro_3,Producto_3,Cliente_17,8.92,4.89
Planta_2,Centro_3,Producto_4,Cliente_17,4.48,6.48
Planta_2,Centro_3,Producto_5,Cliente_17,8.97,11.07
Planta_2,Centro_3,Producto_1,Cliente_18,8.37,6.01
Planta_2,Centro_3,Producto_2,Cliente_18,7.0,9.86
Planta_2,Centro_3,Producto_3,Cliente_18,8.66,13.87
Planta_2,Centro_3,Producto_4,Cliente_18,2.1,11.09
Planta_2,Centro_3,Producto_5,Cliente_18,2.41,9.59
Planta_2,Centro_3,Producto_1,Cliente_19,4.3,6.68
Planta_2,Centro_3,Producto_2,Cliente_19,4.82,10.46
Planta_2,Centro_3,Producto_3,Cliente_19,4.67,11.79
Planta_2,Centro_3,Producto_4,Cliente_19,5.24,3.82
Planta_2,Centro_3,Producto_5,Cliente_19,8.27,6.43
Planta_2,Centro_3,Producto_1,Cliente_20,5.46,11.23
Planta_2,Centro_3,Producto_2,Cliente_20,4.66,3.68
Planta_2,Centro_3,Producto_3,Cliente_20,4.99,14.33
Planta_2,Centro_3,Producto_4,Cliente_20,7.13,11.06
Planta_2,Centro_3,Producto_5,Cliente_20,7.06,5.39
Planta_2,Centro_4,Producto_1,Cliente_1,5.35,12.01
Planta_2,Centro_4,Producto_2,Cliente_1,2.81,6.33
Planta_2,Centro_4,Producto_3,Cliente_1,4.21,8.18
Planta_2,Centro_4,Producto_4,Cliente_1,9.84,3.81
Planta_2,Centro_4,Producto_5,Cliente_1,6.15,5.15
Planta_2,Centro_4,Producto_1,Cliente_2,9.77,4.36
Planta_2,Centro_4,Producto_2,Cliente_2,5.23,11.85
Planta_2,Centro_4,Producto_3,Cliente_2,7.64,8.07
Planta_2,Centro_4,Producto_4,Cliente_2,4.77,7.77
Planta_2,Centro_4,Producto_5,Cliente_2,4.11,5.46
Planta_2,Centro_4,Producto_1,Cliente_3,5.86,6.22
Planta_2,Centro_4,Producto_2,Cliente_3,4.3,10.88
Planta_2,Centro_4,Producto_3,Cliente_3,9.75,10.24
Planta_2,Centro_4,Producto_4,Cliente_3,2.62,3.91
Planta_2,Centro_4,Producto_5,Cliente_3,9.61,6.57
Planta_2,Centro_4,Producto_1,Cliente_4,2.74,10.19
Planta_2,Centro_4,Producto_2,Cliente_4,6.99,10.78
Planta_2,Centro_4,Producto_3,Cliente_4,4.14,3.18
Planta_2,Centro_4,Producto_4,Cliente_4,9.72,6.01
Planta_2,Centro_4,Producto_5,Cliente_4,7.41,11.48
Planta_2,Centro_4,Producto_1,Cliente_5,6.88,6.75
Planta_2,Centro_4,Producto_2,Cliente_5,4.17,10.17
Planta_2,Centro_4,Producto_3,Cliente_5,8.93,14.36
Planta_2,Centro_4,Producto_4,Cliente_5,2.85,4.86
Planta_2,Centro_4,Producto_5,Cliente_5,9.56,11.84
Planta_2,Centro_4,Producto_1,Cliente_6,9.06,5.43
Planta_2,Centro_4,Producto_2,Cliente_6,6.7,11.41
Planta_2,Centro_4,Producto_3,Cliente_6,7.44,7.9
Planta_2,Centro_4,Producto_4,Cliente_6,2.12,10.0
Planta_2,Centro_4,Producto_5,Cliente_6,4.02,8.4
Planta_2,Centro_4,Producto_1,Cliente_7,9.66,7.79
Planta_2,Centro_4,Producto_2,Cliente_7,8.72,5.26
Planta_2,Centro_4,Producto_3,Cliente_7,7.38,14.72
Planta_2,Centro_4,Producto_4,Cliente_7,2.82,3.1
Planta_2,Centro_4,Producto_5,Cliente_7,5.47,4.11
Planta_2,Centro_4,Producto_1,Cliente_8,7.99,13.97
Planta_2,Centro_4,Producto_2,Cliente_8,5.47,6.1
Planta_2,Centro_4,Producto_3,Cliente_8,5.48,11.68
Planta_2,Centro_4,Producto_4,Cliente_8,2.07,10.07
Planta_2,Centro_4,Producto_5,Cliente_8,6.91,10.65
Planta_2,Centro_4,Producto_1,Cliente_9,3.94,11.57
Planta_2,Centro_4,Producto_2,Cliente_9,2.73,5.39
Planta_2,Centro_4,Producto_3,Cliente_9,9.02,11.86
Planta_2,Centro_4,Producto_4,Cliente_9,2.11,5.98
Planta_2,Centro_4,Producto_5,Cliente_9,3.72,6.25
Planta_2,Centro_4,Producto_1,Cliente_10,3.98,3.75
Planta_2,Centro_4,Producto_2,Cliente_10,5.67,11.79
Planta_2,Centro_4,Producto_3,Cliente_10,6.85,11.07
Planta_2,Centro_4,Producto_4,Cliente_10,2.65,14.42
Planta_2,Centro_4,Producto_5,Cliente_10,8.71,12.66
Planta_2,Centro_4,Producto_1,Cliente_11,8.58,14.19
Planta_2,Centro_4,Producto_2,Cliente_11,6.35,5.4
Planta_2,Centro_4,Producto_3,Cliente_11,6.93,11.91
Planta_2,Centro_4,Producto_4,Cliente_11,7.9,9.26
Planta_2,Centro_4,Producto_5,Cliente_11,2.55,7.45
Planta_2,Centro_4,Producto_1,Cliente_12,9.37,10.01
Planta_2,Centro_4,Producto_2,Cliente_12,6.31,6.23
Planta_2,Centro_4,Producto_3,Cliente_12,4.95,13.74
Planta_2,Centro_4,Producto_4,Cliente_12,7.33,12.45
Planta_2,Centro_4,Producto_5,Cliente_12,5.63,10.56
Planta_2,Centro_4,Producto_1,Cliente_13,3.99,11.47
Planta_2,Centro_4,Producto_2,Cliente_13,5.42,8.31
Planta_2,Centro_4,Producto_3,Cliente_13,7.19,14.24
Planta_2,Centro_4,Producto_4,Cliente_13,2.51,12.9
Planta_2,Centro_4,Producto_5,Cliente_13,4.34,8.33
Planta_2,Centro_4,Producto_1,Cliente_14,2.18,6.61
Planta_2,Centro_4,Producto_2,Cliente_14,6.02,3.67
Planta_2,Centro_4,Producto_3,Cliente_14,5.93,14.13
Planta_2,Centro_4,Producto_4,Cliente_14,2.84,12.17
Planta_2,Centro_4,Producto_5,Cliente_14,5.28,10.86
Planta_2,Centro_4,Producto_1,Cliente_15,4.08,4.91
Planta_2,Centro_4,Producto_2,Cliente_15,3.28,3.85
Planta_2,Centro_4,Producto_3,Cliente_15,3.49,10.97
Planta_2,Centro_4,Producto_4,Cliente_15,9.05,12.77
Planta_2,Centro_4,Producto_5,Cliente_15,7.48,4.33
Planta_2,Centro_4,Producto_1,Cliente_16,4.31,6.72
Planta_2,Centro_4,Producto_2,Cliente_16,4.0,9.18
Planta_2,Centro_4,Producto_3,Cliente_16,6.28,7.28
Planta_2,Centro_4,Producto_4,Cliente_16,4.83,12.94
Planta_2,Centro_4,Producto_5,Cliente_16,8.31,6.69
Planta_2,Centro_4,Producto_1,Cliente_17,9.31,14.43
Planta_2,Centro_4,Producto_2,Cliente_17,4.61,7.25
Planta_2,Centro_4,Producto_3,Cliente_17,6.05,14.29
Planta_2,Centro_4,Producto_4,Cliente_17,9.01,4.23
Planta_2,Centro_4,Producto_5,Cliente_17,5.14,9.64
Planta_2,Centro_4,Producto_1,Cliente_18,6.03,5.33
Planta_2,Centro_4,Producto_2,Cliente_18,8.87,11.12
Planta_2,Centro_4,Producto_3,Cliente_18,8.7,13.31
Planta_2,Centro_4,Producto_4,Cliente_18,7.99,8.27
Planta_2,Centro_4,Producto_5,Cliente_18,6.88,4.92
Planta_2,Centro_4,Producto_1,Cliente_19,7.39,5.15
Planta_2,Centro_4,Producto_2,Cliente_19,7.55,5.76
Planta_2,Centro_4,Producto_3,Cliente_19,2.94,4.98
Planta_2,Centro_4,Producto_4,Cliente_19,2.02,11.62
Planta_2,Centro_4,Producto_5,Cliente_19,7.86,9.18
Planta_2,Centro_4,Producto_1,Cliente_20,3.29,4.0
Planta_2,Centro_4,Producto_2,Cliente_20,2.15,4.99
Planta_2,Centro_4,Producto_3,Cliente_20,9.13,5.9
Planta_2,Centro_4,Producto_4,Cliente_20,4.83,4.26
Planta_2,Centro_4,Producto_5,Cliente_20,3.78,9.23
Planta_2,Centro_5,Producto_1,Cliente_1,6.86,5.94
Planta_2,Centro_5,Producto_2,Cliente_1,2.46,7.69
Planta_2,Centro_5,Producto_3,Cliente_1,3.87,5.63
Planta_2,Centro_5,Producto_4,Cliente_1,9.68,10.4
Planta_2,Centro_5,Producto_5,Cliente_1,6.46,7.99
Planta_2,Centro_5,Producto_1,Cliente_2,5.43,9.49
Planta_2,Centro_5,Producto_2,Cliente_2,7.57,11.43
Planta_2,Centro_5,Producto_3,Cliente_2,3.37,9.0
Planta_2,Centro_5,Producto_4,Cliente_2,5.3,13.45
Planta_2,Centro_5,Producto_5,Cliente_2,7.05,9.39
Planta_2,Centro_5,Producto_1,Cliente_3,2.92,10.27
Planta_2,Centro_5,Producto_2,Cliente_3,2.94,7.05
Planta_2,Centro_5,Producto_3,Cliente_3,3.14,11.3
Planta_2,Centro_5,Producto_4,Cliente_3,3.65,7.7
Planta_2,Centro_5,Producto_5,Cliente_3,9.17,5.45
Planta_2,Centro_5,Producto_1,Cliente_4,6.06,8.03
Planta_2,Centro_5,Producto_2,Cliente_4,2.14,12.51
Planta_2,Centro_5,Producto_3,Cliente_4,2.55,8.69
Planta_2,Centro_5,Producto_4,Cliente_4,6.49,10.54
Planta_2,Centro_5,Producto_5,Cliente_4,7.51,6.04
Planta_2,Centro_5,Producto_1,Cliente_5,2.08,11.68
Planta_2,Centro_5,Producto_2,Cliente_5,6.29,13.03
Planta_2,Centro_5,Producto_3,Cliente_5,8.57,13.12
Planta_2,Centro_5,Producto_4,Cliente_5,5.88,7.0
Planta_2,Centro_5,Producto_5,Cliente_5,8.33,8.42
Planta_2,Centro_5,Producto_1,Cliente_6,3.47,13.26
Planta_2,Centro_5,Producto_2,Cliente_6,9.06,8.6
Planta_2,Centro_5,Producto_3,Cliente_6,2.61,7.65
Planta_2,Centro_5,Producto_4,Cliente_6,8.43,13.82
Planta_2,Centro_5,Producto_5,Cliente_6,3.63,3.8
Planta_2,Centro_5,Producto_1,Cliente_7,9.02,7.67
Planta_2,Centro_5,Producto_2,Cliente_7,6.33,14.62
Planta_2,Centro_5,Producto_3,Cliente_7,2.53,10.78
Planta_2,Centro_5,Producto_4,Cliente_7,2.59,7.51
Planta_2,Centro_5,Producto_5,Cliente_7,8.43,8.2
Planta_2,Centro_5,Producto_1,Cliente_8,9.98,9.71
Planta_2,Centro_5,Producto_2,Cliente_8,4.57,5.64
Planta_2,Centro_5,Producto_3,Cliente_8,4.8,7.47
Planta_2,Centro_5,Producto_4,Cliente_8,2.55,7.43
Planta_2,Centro_5,Producto_5,Cliente_8,5.71,11.67
Planta_2,Centro_5,Producto_1,Cliente_9,7.25,11.51
Planta_2,Centro_5,Producto_2,Cliente_9,2.07,5.61
Planta_2,Centro_5,Producto_3,Cliente_9,7.29,8.81
Planta_2,Centro_5,Producto_4,Cliente_9,2.04,12.65
Planta_2,Centro_5,Producto_5,Cliente_9,8.18,9.58
Planta_2,Centro_5,Producto_1,Cliente_10,2.53,12.2
Planta_2,Centro_5,Producto_2,Cliente_10,6.67,12.38
Planta_2,Centro_5,Producto_3,Cliente_10,8.01,12.64
Planta_2,Centro_5,Producto_4,Cliente_10,6.14,4.68
Planta_2,Centro_5,Producto_5,Cliente_10,7.37,10.45
Planta_2,Centro_5,Producto_1,Cliente_11,7.94,5.04
Planta_2,Centro_5,Producto_2,Cliente_11,3.56,13.68
Planta_2,Centro_5,Producto_3,Cliente_11,8.0,13.9
Planta_2,Centro_5,Producto_4,Cliente_11,8.07,10.17
Planta_2,Centro_5,Producto_5,Cliente_11,7.23,13.67
Planta_2,Centro_5,Producto_1,Cliente_12,6.63,10.59
Planta_2,Centro_5,Producto_2,Cliente_12,3.25,8.69
Planta_2,Centro_5,Producto_3,Cliente_12,7.73,6.25
Planta_2,Centro_5,Producto_4,Cliente_12,3.62,6.77
Planta_2,Centro_5,Producto_5,Cliente_12,3.93,5.58
Planta_2,Centro_5,Producto_1,Cliente_13,5.4,13.89
Planta_2,Centro_5,Producto_2,Cliente_13,6.06,5.26
Planta_2,Centro_5,Producto_3,Cliente_13,2.62,11.35
Planta_2,Centro_5,Producto_4,Cliente_13,5.06,12.86
Planta_2,Centro_5,Producto_5,Cliente_13,7.28,12.55
Planta_2,Centro_5,Producto_1,Cliente_14,4.18,11.31
Planta_2,Centro_5,Producto_2,Cliente_14,4.11,14.27
Planta_2,Centro_5,Producto_3,Cliente_14,7.09,6.89
Planta_2,Centro_5,Producto_4,Cliente_14,4.16,5.29
Planta_2,Centro_5,Producto_5,Cliente_14,7.56,5.62
Planta_2,Centro_5,Producto_1,Cliente_15,6.76,6.18
Planta_2,Centro_5,Producto_2,Cliente_15,7.3,12.78
Planta_2,Centro_5,Producto_3,Cliente_15,8.22,12.13
Planta_2,Centro_5,Producto_4,Cliente_15,3.5,4.06
Planta_2,Centro_5,Producto_5,Cliente_15,7.59,7.42
Planta_2,Centro_5,Producto_1,Cliente_16,5.46,3.37
Planta_2,Centro_5,Producto_2,Cliente_16,4.08,3.4
Planta_2,Centro_5,Producto_3,Cliente_16,9.03,5.92
Planta_2,Centro_5,Producto_4,Cliente_16,6.46,3.47
Planta_2,Centro_5,Producto_5,Cliente_16,7.33,6.88
Planta_2,Centro_5,Producto_1,Cliente_17,9.18,13.66
Planta_2,Centro_5,Producto_2,Cliente_17,4.6,13.81
Planta_2,Centro_5,Producto_3,Cliente_17,9.97,12.9
Planta_2,Centro_5,Producto_4,Cliente_17,8.76,5.99
Planta_2,Centro_5,Producto_5,Cliente_17,6.61,3.81
Planta_2,Centro_5,Producto_1,Cliente_18,2.76,14.99
Planta_2,Centro_5,Producto_2,Cliente_18,4.61,11.98
Planta_2,Centro_5,Producto_3,Cliente_18,8.45,13.3
Planta_2,Centro_5,Producto_4,Cliente_18,9.98,5.9
Planta_2,Centro_5,Producto_5,Cliente_18,2.32,7.93
Planta_2,Centro_5,Producto_1,Cliente_19,3.04,3.27
Planta_2,Centro_5,Producto_2,Cliente_19,4.88,12.4
Planta_2,Centro_5,Producto_3,Cliente_19,6.53,6.75
Planta_2,Centro_5,Producto_4,Cliente_19,7.23,5.78
Planta_2,Centro_5,Producto_5,Cliente_19,2.12,12.17
Planta_2,Centro_5,Producto_1,Cliente_20,6.99,12.15
Planta_2,Centro_5,Producto_2,Cliente_20,2.31,13.05
Planta_2,Centro_5,Producto_3,Cliente_20,6.96,9.76
Planta_2,Centro_5,Producto_4,Cliente_20,7.0,13.37
Planta_2,Centro_5,Producto_5,Cliente_20,6.7,9.97
Planta_2,Centro_6,Producto_1,Cliente_1,9.93,12.08
Planta_2,Centro_6,Producto_2,Cliente_1,5.54,11.49
Planta_2,Centro_6,Producto_3,Cliente_1,5.11,5.75
Planta_2,Centro_6,Producto_4,Cliente_1,6.77,14.14
Planta_2,Centro_6,Producto_5,Cliente_1,9.43,7.1
Planta_2,Centro_6,Producto_1,Cliente_2,6.22,5.54
Planta_2,Centro_6,Producto_2,Cliente_2,9.97,14.77
Planta_2,Centro_6,Producto_3,Cliente_2,7.2,12.65
Planta_2,Centro_6,Producto_4,Cliente_2,7.72,10.12
Planta_2,Centro_6,Producto_5,Cliente_2,2.43,8.46
Planta_2,Centro_6,Producto_1,Cliente_3,7.4,11.13
Planta_2,Centro_6,Producto_2,Cliente_3,4.98,14.3
Planta_2,Centro_6,Producto_3,Cliente_3,3.34,9.0
Planta_2,Centro_6,Producto_4,Cliente_3,7.53,11.37
Planta_2,Centro_6,Producto_5,Cliente_3,7.19,6.3
Planta_2,Centro_6,Producto_1,Cliente_4,3.25,10.63
Planta_2,Centro_6,Producto_2,Cliente_4,6.79,5.15
Planta_2,Centro_6,Producto_3,Cliente_4,7.64,8.46
Planta_2,Centro_6,Producto_4,Cliente_4,7.34,13.05
Planta_2,Centro_6,Producto_5,Cliente_4,3.36,3.23
Planta_2,Centro_6,Producto_1,Cliente_5,8.23,10.32
Planta_2,Centro_6,Producto_2,Cliente_5,7.6,13.06
Planta_2,Centro_6,Producto_3,Cliente_5,8.42,14.53
Planta_2,Centro_6,Producto_4,Cliente_5,6.29,8.86
Planta_2,Centro_6,Producto_5,Cliente_5,5.22,4.84
Planta_2,Centro_6,Producto_1,Cliente_6,6.58,6.32
Planta_2,Centro_6,Producto_2,Cliente_6,9.37,10.0
Planta_2,Centro_6,Producto_3,Cliente_6,6.74,7.26
Planta_2,Centro_6,Producto_4,Cliente_6,2.42,3.38
Planta_2,Centro_6,Producto_5,Cliente_6,5.39,4.01
Planta_2,Centro_6,Producto_1,Cliente_7,6.85,13.57
Planta_2,Centro_6,Producto_2,Cliente_7,9.06,10.91
Planta_2,Centro_6,Producto_3,Cliente_7,3.69,13.36
Planta_2,Centro_6,Producto_4,Cliente_7,9.09,5.36
Planta_2,Centro_6,Producto_5,Cliente_7,7.9,6.44
Planta_2,Centro_6,Producto_1,Cliente_8,8.42,14.97
Planta_2,Centro_6,Producto_2,Cliente_8,2.24,13.77
Planta_2,Centro_6,Producto_3,Cliente_8,6.98,14.68
Planta_2,Centro_6,Producto_4,Cliente_8,5.72,13.17
Planta_2,Centro_6,Producto_5,Cliente_8,2.5,7.02
Planta_2,Centro_6,Producto_1,Cliente_9,2.54,14.7
Planta_2,Centro_6,Producto_2,Cliente_9,8.54,13.23
Planta_2,Centro_6,Producto_3,Cliente_9,9.5,4.02
Planta_2,Centro_6,Producto_4,Cliente_9,5.08,3.85
Planta_2,Centro_6,Producto_5,Cliente_9,3.69,5.75
Planta_2,Centro_6,Producto_1,Cliente_10,5.75,6.22
Planta_2,Centro_6,Producto_2,Cliente_10,2.81,5.01
Planta_2,Centro_6,Producto_3,Cliente_10,3.18,14.68
Planta_2,Centro_6,Producto_4,Cliente_10,8.07,14.61
Planta_2,Centro_6,Producto_5,Cliente_10,5.52,6.34
Planta_2,Centro_6,Producto_1,Cliente_11,8.39,6.92
Planta_2,Centro_6,Producto_2,Cliente_11,4.4,5.79
Planta_2,Centro_6,Producto_3,Cliente_11,3.04,6.08
Planta_2,Centro_6,Producto_4,Cliente_11,4.84,11.09
Planta_2,Centro_6,Producto_5,Cliente_11,2.5,5.53
Planta_2,Centro_6,Producto_1,Cliente_12,8.47,4.76
Planta_2,Centro_6,Producto_2,Cliente_12,4.74,13.38
Planta_2,Centro_6,Producto_3,Cliente_12,3.24,3.99
Planta_2,Centro_6,Producto_4,Cliente_12,5.88,6.63
Planta_2,Centro_6,Producto_5,Cliente_12,6.51,12.65
Planta_2,Centro_6,Producto_1,Cliente_13,3.1,9.97
Planta_2,Centro_6,Producto_2,Cliente_13,6.04,4.73
Planta_2,Centro_6,Producto_3,Cliente_13,6.99,6.28
Planta_2,Centro_6,Producto_4,Cliente_13,5.9,3.99
Planta_2,Centro_6,Producto_5,Cliente_13,5.68,6.68
Planta_2,Centro_6,Producto_1,Cliente_14,8.58,3.68
Planta_2,Centro_6,Producto_2,Cliente_14,5.35,8.5
Planta_2,Centro_6,Producto_3,Cliente_14,7.8,9.89
Planta_2,Centro_6,Producto_4,Cliente_14,7.34,12.32
Planta_2,Centro_6,Producto_5,Cliente_14,8.9,6.77
Planta_2,Centro_6,Producto_1,Cliente_15,6.3,13.08
Planta_2,Centro_6,Producto_2,Cliente_15,9.92,13.67
Planta_2,Centro_6,Producto_3,Cliente_15,4.97,5.34
Planta_2,Centro_6,Producto_4,Cliente_15,5.92,11.9
Planta_2,Centro_6,Producto_5,Cliente_15,5.94,8.8
Planta_2,Centro_6,Producto_1,Cliente_16,8.71,7.34
Planta_2,Centro_6,Producto_2,Cliente_16,8.88,7.88
Planta_2,Centro_6,Producto_3,Cliente_16,4.63,8.45
Planta_2,Centro_6,Producto_4,Cliente_16,8.1,4.51
Planta_2,Centro_6,Producto_5,Cliente_16,3.57,14.42
Planta_2,Centro_6,Producto_1,Cliente_17,3.4,9.81
Planta_2,Centro_6,Producto_2,Cliente_17,6.63,8.88
Planta_2,Centro_6,Producto_3,Cliente_17,7.16,5.76
Planta_2,Centro_6,Producto_4,Cliente_17,6.42,7.47
Planta_2,Centro_6,Producto_5,Cliente_17,7.29,4.69
Planta_2,Centro_6,Producto_1,Cliente_18,6.57,5.22
Planta_2,Centro_6,Producto_2,Cliente_18,4.23,5.62
Planta_2,Centro_6,Producto_3,Cliente_18,3.46,12.91
Planta_2,Centro_6,Producto_4,Cliente_18,4.29,14.13
Planta_2,Centro_6,Producto_5,Cliente_18,9.76,9.86
Planta_2,Centro_6,Producto_1,Cliente_19,3.14,7.49
Planta_2,Centro_6,Producto_2,Cliente_19,8.38,7.41
Planta_2,Centro_6,Producto_3,Cliente_19,2.7,9.68
Planta_2,Centro_6,Producto_4,Cliente_19,8.76,12.55
Planta_2,Centro_6,Producto_5,Cliente_19,3.4,11.07
Planta_2,Centro_6,Producto_1,Cliente_20,3.76,5.62
Planta_2,Centro_6,Producto_2,Cliente_20,8.99,6.0
Planta_2,Centro_6,Producto_3,Cliente_20,4.11,3.01
Planta_2,Centro_6,Producto_4,Cliente_20,8.97,12.51
Planta_2,Centro_6,Producto_5,Cliente_20,7.02,12.0
Planta_2,Centro_7,Producto_1,Cliente_1,3.22,8.5
Planta_2,Centro_7,Producto_2,Cliente_1,4.81,4.13
Planta_2,Centro_7,Producto_3,Cliente_1,5.89,14.05
Planta_2,Centro_7,Producto_4,Cliente_1,2.32,6.5
Planta_2,Centro_7,Producto_5,Cliente_1,3.66,5.86
Planta_2,Centro_7,Producto_1,Cliente_2,9.27,8.62
Planta_2,Centro_7,Producto_2,Cliente_2,5.73,12.13
Planta_2,Centro_7,Producto_3,Cliente_2,3.24,8.85
Planta_2,Centro_7,Producto_4,Cliente_2,5.44,10.16
Planta_2,Centro_7,Producto_5,Cliente_2,10.0,12.23
Planta_2,Centro_7,Producto_1,Cliente_3,5.18,12.93
Planta_2,Centro_7,Producto_2,Cliente_3,3.37,3.37
Planta_2,Centro_7,Producto_3,Cliente_3,3.64,7.08
Planta_2,Centro_7,Producto_4,Cliente_3,6.08,10.38
Planta_2,Centro_7,Producto_5,Cliente_3,9.28,9.12
Planta_2,Centro_7,Producto_1,Cliente_4,6.01,3.6
Planta_2,Centro_7,Producto_2,Cliente_4,2.28,9.61
Planta_2,Centro_7,Producto_3,Cliente_4,5.51,13.07
Planta_2,Centro_7,Producto_4,Cliente_4,3.29,3.3
Planta_2,Centro_7,Producto_5,Cliente_4,5.59,5.85
Planta_2,Centro_7,Producto_1,Cliente_5,2.4,11.7
Planta_2,Centro_7,Producto_2,Cliente_5,2.89,10.3
Planta_2,Centro_7,Producto_3,Cliente_5,4.25,5.08
Planta_2,Centro_7,Producto_4,Cliente_5,5.04,12.62
Planta_2,Centro_7,Producto_5,Cliente_5,5.14,12.01
Planta_2,Centro_7,Producto_1,Cliente_6,3.0,12.27
Planta_2,Centro_7,Producto_2,Cliente_6,3.9,11.13
Planta_2,Centro_7,Producto_3,Cliente_6,6.53,14.15
Planta_2,Centro_7,Producto_4,Cliente_6,5.1,3.79
Planta_2,Centro_7,Producto_5,Cliente_6,2.15,12.92
Planta_2,Centro_7,Producto_1,Cliente_7,6.2,12.3
Planta_2,Centro_7,Producto_2,Cliente_7,3.88,7.14
Planta_2,Centro_7,Producto_3,Cliente_7,2.24,14.54
Planta_2,Centro_7,Producto_4,Cliente_7,7.34,14.2
Planta_2,Centro_7,Producto_5,Cliente_7,4.12,10.34
Planta_2,Centro_7,Producto_1,Cliente_8,7.43,6.81
Planta_2,Centro_7,Producto_2,Cliente_8,8.78,14.37
Planta_2,Centro_7,Producto_3,Cliente_8,9.08,11.87
Planta_2,Centro_7,Producto_4,Cliente_8,4.22,6.38
Planta_2,Centro_7,Producto_5,Cliente_8,9.71,3.12
Planta_2,Centro_7,Producto_1,Cliente_9,7.73,11.47
Planta_2,Centro_7,Producto_2,Cliente_9,6.98,14.88
Planta_2,Centro_7,Producto_3,Cliente_9,4.5,7.08
Planta_2,Centro_7,Producto_4,Cliente_9,2.63,8.31
Planta_2,Centro_7,Producto_5,Cliente_9,4.09,7.12
Planta_2,Centro_7,Producto_1,Cliente_10,8.68,14.23
Planta_2,Centro_7,Producto_2,Cliente_10,3.49,7.47
Planta_2,Centro_7,Producto_3,Cliente_10,9.43,3.74
Planta_2,Centro_7,Producto_4,Cliente_10,2.74,4.95
Planta_2,Centro_7,Producto_5,Cliente_10,6.76,4.81
Planta_2,Centro_7,Producto_1,Cliente_11,9.74,8.36
Planta_2,Centro_7,Producto_2,Cliente_11,6.01,5.96
Planta_2,Centro_7,Producto_3,Cliente_11,5.77,10.94
Planta_2,Centro_7,Producto_4,Cliente_11,8.01,12.05
Planta_2,Centro_7,Producto_5,Cliente_11,6.62,13.85
Planta_2,Centro_7,Producto_1,Cliente_12,8.54,12.08
Planta_2,Centro_7,Producto_2,Cliente_12,2.44,3.08
Planta_2,Centro_7,Producto_3,Cliente_12,3.7,10.96
Planta_2,Centro_7,Producto_4,Cliente_12,5.29,7.83
Planta_2,Centro_7,Producto_5,Cliente_12,9.08,13.75
Planta_2,Centro_7,Producto_1,Cliente_13,9.27,6.77
Planta_2,Centro_7,Producto_2,Cliente_13,7.53,6.26
Planta_2,Centro_7,Producto_3,Cliente_13,3.52,5.22
Planta_2,Centro_7,Producto_4,Cliente_13,4.74,8.16
Planta_2,Centro_7,Producto_5,Cliente_13,8.65,4.44
Planta_2,Centro_7,Producto_1,Cliente_14,7.88,9.38
Planta_2,Centro_7,Producto_2,Cliente_14,4.3,8.91
Planta_2,Centro_7,Producto_3,Cliente_14,4.4,10.15
Planta_2,Centro_7,Producto_4,Cliente_14,5.47,4.97
Planta_2,Centro_7,Producto_5,Cliente_14,2.93,9.56
Planta_2,Centro_7,Producto_1,Cliente_15,9.22,7.13
Planta_2,Centro_7,Producto_2,Cliente_15,7.86,10.9
Planta_2,Centro_7,Producto_3,Cliente_15,9.45,12.85
Planta_2,Centro_7,Producto_4,Cliente_15,6.53,10.88
Planta_2,Centro_7,Producto_5,Cliente_15,9.19,7.79
Planta_2,Centro_7,Producto_1,Cliente_16,4.61,3.13
Planta_2,Centro_7,Producto_2,Cliente_16,8.61,12.61
Planta_2,Centro_7,Producto_3,Cliente_16,2.84,9.92
Planta_2,Centro_7,Producto_4,Cliente_16,5.71,4.42
Planta_2,Centro_7,Producto_5,Cliente_16,9.84,5.58
Planta_2,Centro_7,Producto_1,Cliente_17,2.54,10.14
Planta_2,Centro_7,Producto_2,Cliente_17,7.91,3.39
Planta_2,Centro_7,Producto_3,Cliente_17,7.27,9.39
Planta_2,Centro_7,Producto_4,Cliente_17,2.83,5.07
Planta_2,Centro_7,Producto_5,Cliente_17,6.54,6.56
Planta_2,Centro_7,Producto_1,Cliente_18,9.51,12.82
Planta_2,Centro_7,Producto_2,Cliente_18,9.87,6.12
